,Date,Region,Class,Commodity,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price
3222,9/27/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,528,1.1,0.5,1.89
3217,9/27/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,133,0.99,0.99,0.99
3210,9/27/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,4,2.49,2.49,2.49
3215,9/27/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,67,0.94,0.79,1.25
3214,9/27/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,62,0.33,0.25,0.39
3213,9/27/2019,SOUTHWEST U.S.,FRUITS,ORANGES,each,7,0.25,0.25,0.25
3212,9/27/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,"1,151",0.96,0.33,1.69
3211,9/27/2019,SOUTHWEST U.S.,FRUITS,ORANGES,3 lb bag,35,1.99,1.99,1.99
3209,9/27/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,54,0.88,0.33,1.48
3208,9/27/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,9,2.99,2.99,2.99
3207,9/27/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,310,1.2,0.99,1.99
3227,9/27/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,338,0.57,0.48,0.99
3216,9/27/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,72,2.69,2.69,2.69
3228,9/27/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,12,3.0,3.0,3.0
3459,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,"1,199",0.93,0.49,1.29
3230,9/27/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,1,1.48,1.48,1.48
3453,9/27/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,"1,103",1.71,0.33,2.99
3454,9/27/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,8,4.49,4.49,4.49
3455,9/27/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,536,1.41,0.69,2.29
3456,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,15,1.25,0.79,1.66
3457,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,362,2.5,2.5,2.5
3458,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,16,2.98,2.98,2.98
3206,9/27/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,81,0.78,0.33,0.89
3460,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,171,1.79,1.79,1.79
3243,9/27/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,per pound,92,0.2,0.14,0.25
3242,9/27/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,each,477,2.96,2.5,3.98
3241,9/27/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,per pound,5,0.25,0.25,0.25
3240,9/27/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,per pound,50,1.79,1.79,1.79
3239,9/27/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,3 lb bag,264,4.99,4.99,4.99
3238,9/27/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,2 lb bag,150,3.03,2.98,4.99
3237,9/27/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,per pound,321,0.8,0.69,0.89
3236,9/27/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,161,4.05,3.99,4.99
3235,9/27/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,853,1.64,1.49,4.99
3234,9/27/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,507,3.65,2.5,4.99
3233,9/27/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,"1,018",2.5,2.5,2.5
3232,9/27/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,each,115,1.01,0.5,1.5
3231,9/27/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,8,1.99,1.99,1.99
3229,9/27/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,263,0.98,0.5,2.29
3205,9/27/2019,SOUTHWEST U.S.,FRUITS,LIMES,each,54,0.12,0.12,0.12
3187,9/27/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,"1,034",2.37,0.33,3.0
3203,9/27/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,114,0.25,0.12,0.5
3176,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),15,2.49,2.49,2.49
3175,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),17,8.99,8.99,8.99
3174,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),39,1.99,1.99,1.99
3173,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),230,1.95,0.99,2.5
3172,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),14,2.0,2.0,2.0
3171,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,50,1.15,0.99,1.99
3170,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,16,3.03,2.88,3.49
3169,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,"1,032",2.41,0.79,2.97
3168,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,1,1.99,1.99,1.99
3167,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,225,3.99,3.99,3.99
3177,9/27/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),39,1.99,1.99,1.99
3166,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,14,1.28,0.33,1.99
3164,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,371,3.4,2.5,3.99
3163,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,"1,473",1.34,0.44,1.57
3162,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,56,2.0,2.0,2.0
3161,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,7,1.0,1.0,1.0
3160,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,16,1.72,1.49,1.79
3159,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,225,3.99,3.99,3.99
3158,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,655,1.47,0.49,1.99
3157,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,per pound,4,0.99,0.99,0.99
3156,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,per pound,27,2.05,1.29,2.49
3155,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,each,45,0.99,0.99,0.99
3165,9/27/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,256,1.72,0.99,2.49
3204,9/27/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,47,0.77,0.77,0.77
3178,9/27/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"2,042",1.08,0.5,2.0
3180,9/27/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,38,1.49,0.98,1.5
3202,9/27/2019,SOUTHWEST U.S.,FRUITS,LEMONS,2 lb bag,35,2.99,2.99,2.99
3201,9/27/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,37,0.33,0.33,0.33
3200,9/27/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,per pound,40,0.66,0.5,0.99
3199,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,533,2.58,1.99,3.99
3198,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,243",1.95,0.69,2.79
3197,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,537,2.58,1.99,3.99
3196,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,550",1.75,0.69,2.79
3195,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,463,2.49,2.49,2.5
3194,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,264,1.97,1.69,1.99
3193,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,24,0.35,0.25,0.5
3179,9/27/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"1,339",1.76,1.25,3.5
3192,9/27/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,8,0.89,0.89,0.89
3190,9/27/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,2 lb bag,616,5.0,4.99,5.0
3189,9/27/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,53,2.0,2.0,2.0
3188,9/27/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,166,0.31,0.25,0.5
3452,9/27/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,279,0.58,0.33,0.99
3186,9/27/2019,SOUTHWEST U.S.,FRUITS,CACTUS PEARS,per pound,15,0.5,0.5,0.5
3185,9/27/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,70,2.43,1.5,2.5
3184,9/27/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,9,3.99,3.99,3.99
3183,9/27/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,"1,941",2.06,0.99,3.5
3182,9/27/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,666,0.78,0.69,0.79
3181,9/27/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,362,0.43,0.25,0.79
3191,9/27/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,317,3.99,3.99,3.99
3451,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,16,1.5,1.49,1.5
3450,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,53,1.49,1.49,1.49
3449,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,62,1.04,0.5,1.49
3405,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,27,2.18,1.79,2.49
3404,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,78,0.94,0.5,1.59
3403,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,267,0.83,0.33,0.99
3402,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,27,2.18,1.79,2.49
3401,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,78,0.94,0.5,1.59
3400,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,53,2.0,2.0,2.0
3399,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,2.5,2.5,2.5
3398,9/27/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,98,1.45,1.25,1.99
3397,9/27/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,14,0.5,0.5,0.5
3396,9/27/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,54,1.29,1.29,1.29
3395,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,9,1.99,1.99,1.99
3394,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,per pound,15,0.92,0.79,1.19
3393,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,"1,195",0.57,0.2,0.69
3392,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,271,0.36,0.25,0.5
3406,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,65,0.9,0.88,0.99
3391,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,72,0.89,0.89,0.89
3389,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,119,0.29,0.25,0.33
3388,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,per pound,15,1.89,1.89,1.89
3387,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,269,1.21,0.33,1.5
3386,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,146,1.5,1.5,1.5
3385,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,80,0.95,0.89,0.99
3384,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,35,1.19,1.19,1.19
3383,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,15,2.5,2.5,2.5
3382,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,349,0.99,0.99,1.0
3381,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,9,2.69,2.69,2.69
3380,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,94,0.43,0.33,0.69
3379,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,80,0.35,0.29,0.5
3378,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,17,0.76,0.33,0.99
3377,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,138,0.36,0.2,0.39
3376,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,9,0.39,0.39,0.39
3390,9/27/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,28,0.5,0.5,0.5
3374,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,995,1.27,0.89,1.48
3407,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,620,3.0,2.99,3.5
3409,9/27/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,63,1.23,0.99,2.69
3439,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,579,0.97,0.5,0.99
3438,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,9,3.99,3.99,3.99
3437,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,10 oz package,50,4.5,4.5,4.5
3436,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,4,1.49,1.49,1.49
3435,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,188,2.54,1.5,3.99
3434,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,50,4.5,4.5,4.5
3433,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,658,4.93,3.95,5.0
3432,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,15,2.5,2.5,2.5
3431,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,69,2.1,1.99,2.5
3430,9/27/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,226,0.4,0.33,0.99
3429,9/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,per pound,9,1.49,1.49,1.49
3428,9/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,each,41,2.0,2.0,2.0
3427,9/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,per pound,31,0.38,0.33,0.5
3426,9/27/2019,SOUTHWEST U.S.,VEGETABLES,PUMPKINS,each,606,4.07,1.0,4.5
3408,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,71,2.19,1.67,3.99
3425,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,115,0.72,0.5,0.88
3423,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,729,0.85,0.33,0.99
3422,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,4,2.99,2.99,2.99
3421,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,41,2.0,2.0,2.0
3420,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,54,0.95,0.5,1.25
3419,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,4,2.99,2.99,2.99
3418,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,171,1.49,1.49,1.49
3417,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,48,1.82,0.79,2.0
3416,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,382,0.77,0.33,1.25
3415,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,4,2.99,2.99,2.99
3414,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,41,2.0,2.0,2.0
3413,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,54,0.95,0.5,1.25
3412,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,15,1.16,0.5,1.49
3411,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,829,0.61,0.33,0.75
3410,9/27/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,267,0.38,0.25,0.99
3424,9/27/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,14,2.28,0.99,2.99
3440,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,767,1.05,0.99,1.49
3375,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,8,1.99,1.99,1.99
3372,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,146,1.5,1.5,1.5
3441,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,107,0.97,0.5,0.99
3442,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,767,1.05,0.99,1.49
3443,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,180,0.56,0.25,0.89
3444,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,102,0.99,0.99,0.99
3445,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,771,1.06,0.99,1.88
3446,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,160,1.49,1.49,1.49
3448,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,53,1.99,1.99,1.99
3447,9/27/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,247,1.26,0.49,1.99
3373,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,9,2.99,2.99,2.99
3366,9/27/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,4,2.0,2.0,2.0
3367,9/27/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,937,2.11,1.88,3.69
3368,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,106,1.31,0.99,1.79
3369,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,14,0.5,0.5,0.5
3370,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,9,2.69,2.69,2.69
3371,9/27/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,7,0.99,0.99,0.99
3089,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,23,2.75,2.29,2.99
3090,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,216,0.34,0.2,0.39
3091,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,11,0.99,0.99,0.99
3092,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,106,0.33,0.25,0.33
3095,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,25,1.1,0.99,1.25
3096,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,139,2.34,0.99,2.5
3088,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,866,1.62,0.79,1.99
3094,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,976,1.29,0.79,1.5
3093,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,13,2.47,1.99,2.69
3087,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,9,2.99,2.99,2.99
3080,9/6/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,71,2.2,1.99,2.99
3085,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,198,1.51,1.49,1.99
3084,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,9,2.69,2.69,2.69
3083,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,45,0.5,0.5,0.5
3082,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,29,1.3,0.33,1.99
3081,9/6/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,113,3.99,3.99,3.99
3097,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,"1,251",1.38,0.5,1.69
3179,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,275,2.51,2.49,2.79
3178,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,654,0.95,0.33,1.69
3177,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,16,2.98,2.98,2.98
3176,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,152,2.5,2.5,2.5
3086,9/6/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,106,1.4,1.29,1.49
3098,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,53,1.99,1.99,1.99
3102,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,209,1.37,0.99,2.99
3100,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,153,1.14,0.33,1.5
3175,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,472,2.98,2.98,2.98
3130,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,113,1.99,1.99,1.99
3129,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,231,0.81,0.33,0.88
3128,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,53,1.99,1.99,1.99
3127,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,44,1.18,0.69,1.49
3126,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,298,0.45,0.33,0.83
3125,9/6/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,12,0.79,0.79,0.79
3124,9/6/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,315,0.4,0.2,0.5
3123,9/6/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,167,2.9,1.99,2.99
3122,9/6/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,83,1.74,0.99,2.0
3121,9/6/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,per pound,9,6.99,6.99,6.99
3120,9/6/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,6 oz package,472,2.88,2.88,2.88
3119,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,50,2.0,2.0,2.0
3118,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,20,1.62,1.5,1.79
3099,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,95,1.7,0.99,2.49
3117,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,62,0.69,0.5,1.5
3115,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,62,0.69,0.5,1.5
3114,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,9,0.79,0.79,0.79
3113,9/6/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,17,1.04,0.98,2.0
3112,9/6/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,81,0.67,0.5,0.88
3111,9/6/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,30,1.66,1.66,1.66
3110,9/6/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,6,0.5,0.5,0.5
3109,9/6/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,each,7,0.5,0.5,0.5
3108,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,225,0.82,0.77,0.88
3107,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,146,0.43,0.2,0.99
3106,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,570,0.4,0.2,0.5
3105,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,72,0.79,0.79,0.79
3104,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,39,0.54,0.2,0.79
3103,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,54,0.21,0.2,0.33
3101,9/6/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,per pound,84,1.41,0.99,1.5
3116,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,228,1.07,0.89,1.79
3174,9/6/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,171,1.99,1.99,1.99
3169,9/6/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,54,0.59,0.59,0.59
3172,9/6/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,489,2.66,1.98,2.99
2930,9/6/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,2 lb bag,616,2.52,2.5,4.99
2931,9/6/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,8,0.39,0.39,0.39
2932,9/6/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,10,0.5,0.5,0.5
2933,9/6/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,275",1.11,0.5,2.99
