Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,19,1,0.5,1.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,680,0.95,0.33,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,542,2.78,2.49,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,40,2.05,1.88,2.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,83,3.79,3.79,3.79,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,568,3.47,3.37,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,604,1.19,0.49,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,611,2.9,2.49,3.79,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13,2.99,2.99,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,260,2.49,2.49,2.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,2 lb bag,83,3.79,3.79,3.79,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,10,0.69,0.69,0.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,611,2.9,2.49,3.79,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,367,1.61,0.49,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,194,2.56,2.29,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,22,0.82,0.33,1.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,267,1.03,0.98,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,2 lb bag,225,2.49,2.49,2.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,35,1.99,1.99,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,79,0.62,0.33,1.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),658,1.68,1.48,2.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"1,627",1.06,0.25,1.67,
1/4/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,328,1.18,0.79,2.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,257,0.41,0.33,0.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,65,0.69,0.69,0.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,862,2.6,1.5,3,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,5,2.99,2.99,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,1 pint package,"1,331",2.57,0.97,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,18 oz package,264,3.49,3.49,3.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,"1,257",1.66,0.97,3.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,234,3.02,2.99,4.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,56,0.97,0.89,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,075",4.71,3.98,5.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,2 lb bag,61,1.87,1.77,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,528,3.1,2.88,3.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,542,3.94,3.77,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,286,0.95,0.33,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,56,0.96,0.89,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,013",1.84,0.88,2.99,1
1/4/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,353,1.96,0.99,2.99,3
1/4/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,169,0.24,0.1,0.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,41,2.5,2.5,2.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,13,0.43,0.33,0.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,19,0.5,0.5,0.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,8,0.59,0.59,0.59,
1/4/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,per pound,6,0.99,0.99,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,11,0.1,0.1,0.1,
1/4/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,254,0.52,0.33,0.79,
1/4/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,819,0.91,0.33,2,
1/4/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,13,1.5,1.5,1.5,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,3 lb bag,585,4.05,2.5,4.42,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,163,2.89,2.88,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,each,12,0.5,0.33,0.59,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,"1,446",0.84,0.2,1.24,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,4 lb bag,4,3.99,3.99,3.99,100
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,86,1.25,0.99,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,3 lb bag,14,0.99,0.99,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,417,0.71,0.33,1.29,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,7,0.99,0.99,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,915,1.11,0.5,1.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,593,1.03,0.49,1.29,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,164,1.45,1.19,1.48,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,533,1.09,0.69,1.29,
1/4/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,303,1.61,0.99,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,PERSIMMONS,,,,each,54,0.25,0.25,0.25,
1/4/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,149,1.53,0.99,3.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,350,0.76,0.33,0.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,,,each,9,2.99,2.99,2.99,100
1/4/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,434,2.04,1.25,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,225,2.99,2.99,2.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,24,1.07,0.69,1.99,17
1/4/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,Y,,per pound,5,1.99,1.99,1.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,356,4.18,2,4.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,79,1.05,0.5,1.29,
1/4/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,8,3.99,3.99,3.99,
1/4/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,801,3.7,2.5,5,
1/4/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,92,1.57,0.5,2.69,
1/4/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,2 lb bag,113,3.49,3.49,3.49,
1/4/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,per pound,8,1.29,1.29,1.29,
1/4/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,96,0.39,0.39,0.39,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,36,1.89,1.89,1.89,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,18,1.03,0.5,1.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,13,0.99,0.99,0.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,36,1.29,1.29,1.29,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,5 lb bag,20,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,115,0.87,0.33,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,304,1.48,1.29,2.49,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,96,2.77,2.77,2.77,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,494,1.48,0.5,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,317,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,269,1.47,0.99,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,278,1.94,0.5,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,868,1.6,0.5,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,12,2.29,2.29,2.29,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,8,1.69,1.69,1.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,161,1.54,1.49,2.49,
1/11/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,128,0.78,0.49,1.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),8,5.99,5.99,5.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"1,449",2.07,0.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),317,2.49,2.49,2.49,
1/11/2019,SOUTHWEST U.S.,FRUITS,APRICOTS,,,,per pound,8,3.99,3.99,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"2,189",0.86,0.2,2,
1/11/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,389,1.38,0.79,2,
1/11/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,1,1,1,1,
1/11/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,458,0.39,0.33,0.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,279,0.98,0.69,0.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,589",2.49,1.39,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,160,3.04,2.98,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,4.4 oz package,113,3.5,3.5,3.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,"1,256",2.56,1.5,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,656,2.77,2.5,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,992,2.48,1.67,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,15,0.83,0.69,0.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,069",4.32,2.99,5.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,Y,,per pound,36,6.99,6.99,6.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,740,3.22,1.5,3.99,13
1/11/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,350,4.99,4.99,4.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,225,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,247,0.55,0.33,0.79,
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,29,1.16,0.5,1.49,
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,per pound,152,1.5,1.5,1.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,404",1.7,0.77,2.99,44
1/11/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,8,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,128,0.3,0.1,0.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,10,3.09,2.99,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,11,0.33,0.33,0.33,
1/11/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,12,0.61,0.5,0.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,9,0.72,0.69,0.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,250,0.64,0.49,0.79,
1/11/2019,SOUTHWEST U.S.,FRUITS,LIMES,,Y,,each,18,0.33,0.33,0.33,
1/11/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,"2,059",0.78,0.33,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,146,1.25,1.25,1.25,
1/11/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,149,2.02,1.29,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,225,2.99,2.99,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,"1,567",0.9,0.25,1.49,11
1/11/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,58,1.71,0.99,2.49,7
1/11/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,10,0.79,0.79,0.79,
1/11/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,per pound,18,0.89,0.89,0.89,
1/11/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,198,0.65,0.49,0.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,96,0.79,0.79,0.79,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,185,1.87,1.5,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,420,0.92,0.33,1.69,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,403,0.91,0.49,1.29,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,112,1.99,1.99,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,359,0.99,0.5,1.29,
1/11/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,21,1.99,1.99,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,163,2.41,1.5,2.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,255,0.54,0.33,0.88,
1/11/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,6,2.5,2.5,2.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,11,1.99,1.99,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,635,2.71,2.5,3.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,54,1.24,0.99,1.49,
1/11/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,Y,,per pound,5,1.99,1.99,1.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,803,3.3,1.99,4.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,547,0.94,0.77,1.69,76
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,8,3.5,3.5,3.5,
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,443,4.78,2.69,4.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,5 lb package,171,4.99,4.99,4.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,160,2.54,0.5,2.99,
1/11/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,per pound,35,2.04,1.99,2.09,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,36,1.69,1.69,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,87,1.07,0.33,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,"1,018",1.34,0.33,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,152,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,13,2.99,2.99,2.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,336,2.6,0.99,2.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,264,2.99,2.99,2.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,637,0.91,0.49,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,298,3.5,2.98,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,48,3.72,2.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,24,1.72,1.58,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,8,1.99,1.99,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,137,1.39,0.89,1.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,2 lb bag,102,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,8,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,8,1.69,1.69,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,144,1.34,0.99,1.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,2 lb bag,102,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,357,0.84,0.33,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),934,1.78,0.99,2.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),123,2.49,2.49,2.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"1,371",0.99,0.25,1.66,
1/18/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,"1,013",1.85,0.69,2.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,6,1.5,1.5,1.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,197,0.38,0.29,0.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,6,0.69,0.69,0.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,593",2.93,0.79,4.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,13,3,3,3,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,1 pint package,113,3.97,3.97,3.97,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,18 oz package,"1,049",3.92,2.67,5,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,"1,283",3.12,0.99,4.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,474,2.92,2.5,4.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,9,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,108,0.6,0.39,0.79,
1/18/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,059",4.52,3.98,5.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,263,3.78,2.99,3.99,37
1/18/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,317,3.99,3.99,3.99,100
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,444,0.94,0.49,1.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,92,0.77,0.33,1.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,each,17,1.29,1.29,1.29,
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,Y,,per pound,146,2.98,2.98,2.98,
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,925,1.65,0.79,3.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,294,2.48,1.89,3.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,175,0.25,0.16,0.33,
1/18/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,9,2.99,2.99,2.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,96,0.33,0.33,0.33,
1/18/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,73,0.87,0.5,0.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,641,0.69,0.69,0.89,
1/18/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,21,0.3,0.1,0.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,193,0.63,0.33,0.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,LIMES,,Y,,each,35,0.33,0.33,0.34,
1/18/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,594,1.21,0.77,1.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,184,1.49,1.49,1.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,44,2.17,1.99,2.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,368,3.41,1.5,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,3 lb bag,113,2.5,2.5,2.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,366,3.95,2.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,8 lb bag,350,5.99,5.99,5.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,each,50,0.25,0.25,0.25,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,647,0.96,0.2,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,315,1.5,1.19,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,10,0.79,0.79,0.79,
1/18/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,each,4,1.25,1.25,1.25,
1/18/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,150,0.69,0.33,1.29,
1/18/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,727,2.64,0.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,761,0.99,0.33,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,549,0.88,0.33,1.69,
