Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
3/29/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,484",2.46,1.39,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,886,2.9,1.29,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,,,,per pound,110,0.53,0.49,0.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,305,0.46,0.25,0.5,
3/29/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,106,0.5,0.39,0.5,
3/29/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,76,0.75,0.39,0.89,
3/29/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,1,3.99,3.99,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,170,0.69,0.69,0.69,
3/29/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,295,0.24,0.15,0.25,
3/29/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,54,1.39,1.39,1.39,
3/29/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,751,1,0.33,1.67,
3/29/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,23,1.58,1.5,1.67,
3/29/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,97,1.05,0.99,1.29,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,3 lb bag,225,3.99,3.99,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,63,2.49,1.29,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,8 lb bag,225,4.44,3.99,4.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,896,0.86,0.16,1.49,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,3 lb bag,12,3.99,3.99,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,865,1.71,0.99,1.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,per pound,31,0.73,0.5,0.89,
3/29/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,each,50,0.5,0.5,0.5,
3/29/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,327,0.78,0.49,0.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,7,0.5,0.5,0.5,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,198,1.51,1.49,1.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,Y,,per pound,187,1.36,1.29,1.69,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,330,0.83,0.33,1.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,152,1.29,1.29,1.29,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,849,1.34,0.59,1.49,
3/29/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,164,1.3,1.29,1.49,
3/29/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,"1,017",2.65,0.69,2.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,318,0.76,0.33,0.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,103,3,3,3,
3/29/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,72,1.2,0.97,2.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,PRUNES,,,,per pound,7,2.99,2.99,2.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,"1,408",2.92,1.5,4.69,
3/29/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,"1,390",2.79,1.5,4.69,
3/29/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,2 lb package,190,4,4,4,
3/29/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,340,4,2.98,4.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,14,0.53,0.5,0.89,
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,Y,,per pound,18,0.99,0.99,0.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,163,2.04,1.88,3.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,461,2.7,2.49,3.49,37
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,each,5,2.99,2.99,2.99,
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,230,1.22,0.49,2.99,11
3/29/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,2 lb bag,18,4.49,4.49,4.49,
3/29/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,152,1.66,1.5,2,
3/29/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,15,0.23,0.2,0.25,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,36,1.69,1.69,1.69,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,62,0.5,0.49,0.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,455,1.16,0.5,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,172,3.03,2.98,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,284,2.91,1.5,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,11,2.99,2.99,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,604,1.61,0.5,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,155,3.04,2.98,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,350,1.78,1.49,2.29,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,260,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,242,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,15,2.99,2.99,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,8,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,12,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,264,2.99,2.99,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,71,0.44,0.33,0.79,
4/5/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),171,3.89,3.89,3.89,
4/5/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"1,497",1.96,1.49,2.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),15,3.49,3.49,3.49,
4/5/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"2,728",1.12,0.33,1.67,
4/5/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,518,1.03,0.98,2.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,1,0.99,0.99,0.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,Y,,each,9,1.29,1.29,1.29,
4/5/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,484,0.49,0.25,0.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,324",2.51,1.67,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,378,3.27,2.98,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,1 pint package,113,5,5,5,
4/5/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,414,1.96,1.67,3.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,359,3.36,2.98,6.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,"1,234",1.48,0.49,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,417,0.4,0.33,0.79,
4/5/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,2 lb bag,5,2.99,2.99,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,496,3.46,2.49,3.99,98
4/5/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,260,6.99,6.99,6.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,54,0.33,0.33,0.33,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,63,0.66,0.5,0.69,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,each,152,1.29,1.29,1.29,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,per pound,4,1.25,1.25,1.25,100
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,96,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,,,per pound,29,1.18,0.99,1.49,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,962",1.89,0.85,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,959,2.47,0.97,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,,,,each,15,1.89,0.25,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,,,,per pound,57,0.68,0.59,0.69,
4/5/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,132,0.32,0.25,0.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,each,29,0.58,0.33,0.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,198,0.7,0.5,0.89,
4/5/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,169,0.61,0.49,0.89,
4/5/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,9,3.49,3.49,3.49,
4/5/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,11,0.99,0.99,0.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,per pound,50,0.5,0.5,0.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,61,1.34,0.99,1.39,
4/5/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,855,0.64,0.25,1.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,21,1.5,1.49,1.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,14,1.29,1.29,1.29,
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,3 lb bag,5,1.99,1.99,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,8 lb bag,581,4.84,2.99,5.99,17
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,750,0.7,0.25,1.44,15
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,3 lb bag,12,3.99,3.99,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,321,1.49,1.49,1.69,100
4/5/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,per pound,13,0.5,0.5,0.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,236,0.58,0.49,0.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,each,96,0.79,0.79,0.79,
4/5/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,7,0.5,0.5,0.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,25,1.37,0.69,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,149,0.96,0.33,1.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,146,1.48,1.48,1.48,
4/5/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,170,1.02,0.69,1.79,
4/5/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,463,1.49,1.48,1.49,68
4/5/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,"1,350",2.01,0.99,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,194,0.43,0.33,0.88,
4/5/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,5,2.99,2.99,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,83,1.21,0.69,2.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,"1,030",2.92,1.5,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,492,4.27,3.34,4.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,53,2.49,2.49,2.49,
4/5/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,552,2.08,1.25,3.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,2 lb package,725,2.86,2.47,5,
4/5/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,533,3.46,2.99,4.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,91,1.08,0.69,1.79,
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,867,4.88,2.99,5,30
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,5 lb package,146,3.98,3.98,3.98,
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,141,1.18,0.33,2.99,18
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,2 lb bag,190,3.97,3.69,4.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,per pound,22,2.16,2.09,2.5,
4/5/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDED TYPE,,,per pound,28,0.39,0.39,0.39,
4/5/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,451,3.73,2,4.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,613,3.99,3.99,4.99,
4/5/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,507,0.47,0.25,0.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,27,0.88,0.29,1.19,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,350,3.49,3.49,3.49,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,757,1.03,0.33,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,16,3,3,3,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,13,2.99,2.99,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,685,1.95,1.49,2.29,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,361,3.47,2.99,3.49,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,125,0.85,0.49,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,5,2.99,2.99,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,280,1.98,1.59,2.29,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,5,0.79,0.79,0.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,707,2,1.88,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,9,0.99,0.99,0.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,59,1.28,0.99,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,350,3.49,3.49,3.49,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,70,0.49,0.33,1.29,
4/12/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,8,2.29,2.29,2.29,
4/12/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),20,1.88,1.88,1.88,
4/12/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),945,1.92,0.99,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),226,2.99,2.5,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"1,656",1.07,0.33,2,
4/12/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,620,1.13,0.99,3,
4/12/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,251,0.42,0.25,0.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,989",2.46,0.88,3.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,378,3.6,2.98,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,882,2.96,2.5,3.33,
4/12/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,558,3.45,2.98,4.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,798,2.2,0.99,3.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,211,0.36,0.2,0.59,
4/12/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,2 lb bag,15,2.99,2.99,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,"1,500",3.12,1.99,3.99,47
4/12/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,317,3.99,3.99,3.99,100
4/12/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,33,0.67,0.44,0.89,
4/12/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,62,0.74,0.5,0.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,213",2.06,0.79,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,,,,per pound,334,0.54,0.5,0.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,305,0.71,0.25,0.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,each,18,0.33,0.33,0.33,
4/12/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,2 lb bag,35,2.99,2.99,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,619,0.54,0.11,0.69,
4/12/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,121,0.81,0.33,0.89,
4/12/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,641,0.78,0.5,0.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,35,0.15,0.15,0.15,
4/12/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,62,0.96,0.79,0.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,"1,065",0.67,0.25,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,237,1.79,1.33,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,26,2.72,2.49,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,8 lb bag,546,4.82,3.99,5,18
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,"1,483",0.88,0.11,1.49,41
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,343,1.39,0.99,2.79,1
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,per pound,10,0.69,0.69,0.69,
4/12/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,4 lb bag,41,2.5,2.5,2.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,362,0.67,0.49,0.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,14,0.42,0.33,0.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,53,1.11,0.99,1.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,294,1.07,0.49,1.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,17,1.99,1.99,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,317,1.25,0.69,1.79,
4/12/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,8,1.99,1.99,1.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,640,2.17,0.88,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,379,0.73,0.29,0.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,14,2.99,2.99,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,111,1.24,0.99,1.49,
4/12/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,"1,618",2.88,1.49,3.33,
4/12/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,243,3.67,2.5,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,"1,943",2.56,0.99,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,2 lb package,757,4.27,2.98,6.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,768,4.03,2.99,4.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,146,2.5,2.5,2.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,648,2.83,2.49,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,5 lb package,102,3.98,3.98,3.98,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,110,0.78,0.33,2.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,2 lb bag,12,4.99,4.99,5,
4/12/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,per pound,18,2.09,2.09,2.09,
4/12/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,401,2.41,2,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,per pound,146,2.5,2.5,2.5,
4/12/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,516,2.63,2.5,3.99,
4/12/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,179,0.37,0.25,0.5,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,per pound,36,1.49,1.49,1.49,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,68,0.46,0.33,0.49,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,11,1.99,1.99,1.99,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,139,0.7,0.49,1.39,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,163,2.98,2.98,3,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,249,1.85,1.79,2.69,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,209,1.23,0.79,1.39,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,157,3.47,2.99,3.49,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,237,1.78,1.59,1.79,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,47,0.77,0.77,0.77,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,79,2.19,1.99,3.99,
4/19/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,14,0.5,0.5,0.5,
4/19/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),787,1.77,1.5,1.77,
4/19/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),15,7.99,7.99,7.99,
